Project,subID,ExpID,CoderID,Book,Page Number,Question Number,Qtype,Concept,Concept-super,Question_ID,Question,Answer (0 /1),Explanation,Needed Clarification/Repetition,Include? ,Exp Error?,Notes
512yoC,Booklet1-164,E15,C1,1_Books,5,4,2AFC,Reference - Easy,Reference,ToMB1_2AFC_04,Which book? (one he's looking at),1,,NA,1,0,
512yoC,Booklet1-164,E15,C1,1_Books,5,5,Explanation,Reference - Easy,Reference,ToMB1_EXPL_05,How'd you know that book? (looking at it),1,,NA,1,0,
512yoC,Booklet1-164,E15,C1,1_Books,6,6,2AFC,False Belief - Location,Belief,ToMB1_2AFC_06,Where will M look? (chair),0,,NA,1,0,
512yoC,Booklet1-164,E15,C1,1_Books,6,7,Explanation,False Belief - Location,Belief,ToMB1_EXPL_07,"Why does she look behind the chair? (Thinks it's there, left it there)",1,,NA,1,0,
512yoC,Booklet1-164,E15,C1,1_Books,8,9,2AFC,False Belief - Location,Belief,ToMB1_2AFC_09,Where will Ethan look? (above coats),1,,NA,1,0,
512yoC,Booklet1-164,E15,C1,1_Books,8,10,Explanation,False Belief - Location,Belief,ToMB1_EXPL_10,"Why is Ethan reaching for the book on the shelf? (thinks it's his, left it there, doesn't know)",0,“I don't know”,NA,1,0,
512yoC,Booklet1-164,E15,C1,1_Books,8,11,Explanation,Emotion,Emotion,ToMB1_EXPL_11,Why does Paul feel sad?  (Ethan taking his book),0,“because Paul took Ethan's book”,NA,1,0,
512yoC,Booklet1-164,E15,C1,1_Books,8,12,2AFC,Moral Reasoning False Beliefs,Moral Reasoning,ToMB1_2AFC_12,Is Ethan being mean/naughty? (No),NA,,NA,0,0,Not answered
512yoC,Booklet1-164,E15,C1,1_Books,8,13,2AFC,Moral Reasoning False Beliefs,Moral Reasoning,ToMB1_2AFC_13,Should Ethan get in trouble? (No),1,,NA,1,0,
512yoC,Booklet1-164,E15,C1,1_Books,9,14,2AFC,False Belief - Expectations,Belief,ToMB1_2AFC_14,What does W think is inside the book? (Mountains),NA,,NA,0,1,Not asked
512yoC,Booklet1-164,E15,C1,1_Books,9,15,Explanation,False Belief - Expectations,Belief,ToMB1_EXPL_15,Why does he think that? (Refers to past or expectations).,NA,,NA,0,1,Not asked
512yoC,Booklet1-164,E15,C1,1_Books,11,17,2AFC,Reference - Hard,Reference,ToMB1_2AFC_17,Which book does Daniel want? (Fruit),0,,NA,1,0,
512yoC,Booklet1-164,E15,C1,1_Books,11,18,Explanation,Reference - Hard,Reference,ToMB1_EXPL_18,How do you know that book? (Refers to orange section/liking that part/reading it before),0,“because it is orange”,NA,1,0,
512yoC,Booklet1-164,E15,C1,1_Books,12,19,2AFC,Reference - Hard,Reference,ToMB1_2AFC_19,Which picture should C give? (Broom),1,,NA,1,0,
512yoC,Booklet1-164,E15,C1,1_Books,12,20,Explanation,Reference - Hard,Reference,ToMB1_EXPL_20,Why is the broom better? (mentions sailboat),0,“because he'll think witch; because it can fly up there; because I don't want to use it”,NA,1,0,
512yoC,Booklet1-164,E15,C1,2_Park,15,21,2AFC,Common Desires,Desires,ToMB2_2AFC_21,Which one will J choose? (Chooses same),1,,NA,1,0,
512yoC,Booklet1-164,E15,C1,2_Park,16,22,2AFC,Diverse Desires,Desires,ToMB2_2AFC_22,Which one will I choose? (Chooses opposite),1,,NA,1,0,
512yoC,Booklet1-164,E15,C1,2_Park,17,23,2AFC,False Belief - Location,Belief,ToMB2_2AFC_23,Where will J look first? (Bush),1,,NA,1,0,
512yoC,Booklet1-164,E15,C1,2_Park,17,24,Explanation,False Belief - Location,Belief,ToMB2_EXPL_24,Why behind bush? (Refers to peeking/seeing/thinking),1,,NA,1,0,
512yoC,Booklet1-164,E15,C1,2_Park,18,25,2AFC,False Belief - Location,Belief,ToMB2_2AFC_25,Which cookie will J take? (one on grass),1,,NA,1,0,
512yoC,Booklet1-164,E15,C1,2_Park,18,26,Explanation,False Belief - Location,Belief,ToMB2_EXPL_26,"Why that cookie? (thinks it's his, left it there, doesn't know)",NA,,NA,0,1,Not asked
512yoC,Booklet1-164,E15,C1,2_Park,18,27,Explanation,Emotion,Emotion,ToMB2_EXPL_27,Why is Isa crying? (J taking her cookie),1,,NA,1,0,
512yoC,Booklet1-164,E15,C1,2_Park,18,28,2AFC,Moral Reasoning False Beliefs,Moral Reasoning,ToMB2_2AFC_28,Is J being mean/naughty? (No),1,,NA,1,0,
512yoC,Booklet1-164,E15,C1,2_Park,18,29,2AFC,Moral Reasoning False Beliefs,Moral Reasoning,ToMB2_2AFC_29,Should J get in trouble? (No),1,,NA,1,0,
512yoC,Booklet1-164,E15,C1,2_Park,19,30,2AFC,Emotion Reminder,Emotion,ToMB2_2AFC_30,How will Ivan feel? (Sad),1,,NA,1,0,
512yoC,Booklet1-164,E15,C1,2_Park,19,31,2AFC,Emotion Reminder,Emotion,ToMB2_2AFC_31,Will Ivan go near or far from puppy? (Far),1,,NA,1,0,
512yoC,Booklet1-164,E15,C1,2_Park,19,32,Explanation,Emotion Reminder,Emotion,ToMB2_EXPL_32,"Why far away? (think, remember, worry, doesn't want)",1,“because he's mad”,NA,1,0,
512yoC,Booklet1-164,E15,C1,2_Park,20,33,2AFC,False Belief - Expectations,Belief,ToMB2_2AFC_33,What does Isa think is in bottle? (Milk),1,,NA,1,0,
512yoC,Booklet1-164,E15,C1,2_Park,20,34,2AFC,Emotion,Emotion,ToMB2_2AFC_34,"How will Isa feel? (Sad, or surprised)",1,,NA,1,0,
512yoC,Booklet1-164,E15,C1,2_Park,22,35,2AFC,Reference - Hard,Reference,ToMB2_2AFC_35,Where will I & Isa look? (Behind tree),1,,NA,1,1,Experimenter asked what drawing looks like
512yoC,Booklet1-164,E15,C1,2_Park,22,36,Explanation,Reference - Hard,Reference,ToMB2_EXPL_36,"Why behind tree? (Drawing looks like tree, thought)",1,,NA,1,1,Experimenter asked what drawing looks like
512yoC,Booklet1-164,E15,C1,2_Park,23,37,2AFC,Moral Reasoning False Beliefs,Moral Reasoning,ToMB2_2AFC_37,Is it fair that mother is mad with J? (No),0,,NA,1,0,
512yoC,Booklet1-164,E15,C1,2_Park,23,38,2AFC,Moral Reasoning False Beliefs,Moral Reasoning,ToMB2_2AFC_38,Is J mad at Isa? (No),0,,NA,1,0,
512yoC,Booklet1-164,E15,C1,2_Park,23,39,Explanation,Moral Reasoning False Beliefs,Moral Reasoning,ToMB2_EXPL_39,Why J not mad? (Doesn't know),0,,NA,1,0,
512yoC,Booklet1-164,E15,C1,2_Park,23,40,2AFC,Moral Reasoning False Beliefs,Moral Reasoning,ToMB2_2AFC_40,Is mother mad at Isa? (No),0,,NA,1,0,
512yoC,Booklet1-164,E15,C1,2_Park,23,41,Explanation,Moral Reasoning False Beliefs,Moral Reasoning,ToMB2_EXPL_41,Why mother not mad? (Doesn't know),0,“because I know”,NA,1,0,
5yoL,Booklet1-165,E7,C4,1_Books,2,1,2AFC,Common Desires,Desires,ToMB1_2AFC_01,Which one will Sam choose? (Chooses Same),1,,0,1,0,
5yoL,Booklet1-165,E7,C4,1_Books,3,2,2AFC,Diverse Desires,Desires,ToMB1_2AFC_02,Which one will L choose? (Chooses Opposite),1,,0,1,0,
5yoL,Booklet1-165,E7,C4,1_Books,4,3,2AFC,Diverse Beliefs,Belief,ToMB1_2AFC_03,Where will J look? (Chooses Opposite),1,,0,1,0,
5yoL,Booklet1-165,E7,C4,1_Books,5,4,2AFC,Reference - Easy,Reference,ToMB1_2AFC_04,Which book? (one he's looking at),1,,0,1,0,
5yoL,Booklet1-165,E7,C4,1_Books,5,5,Explanation,Reference - Easy,Reference,ToMB1_EXPL_05,How'd you know that book? (looking at it),1,"""Because he's looking at it.""",0,1,0,
5yoL,Booklet1-165,E7,C4,1_Books,6,6,2AFC,False Belief - Location,Belief,ToMB1_2AFC_06,Where will M look? (chair),1,"""Under the chair.""",0,1,0,
5yoL,Booklet1-165,E7,C4,1_Books,6,7,Explanation,False Belief - Location,Belief,ToMB1_EXPL_07,"Why does she look behind the chair? (Thinks it's there, left it there)",1,"""Because she put it.""",0,1,0,
5yoL,Booklet1-165,E7,C4,1_Books,7,8,Control,Control,Control,ToMB1_Cont_08,Gives Noah planet book?,1,,0,1,0,
5yoL,Booklet1-165,E7,C4,1_Books,8,9,2AFC,False Belief - Location,Belief,ToMB1_2AFC_09,Where will Ethan look? (above coats),0,"""Behind the coats.""",0,1,0,
5yoL,Booklet1-165,E7,C4,1_Books,8,10,Explanation,False Belief - Location,Belief,ToMB1_EXPL_10,"Why is Ethan reaching for the book on the shelf? (thinks it's his, left it there, doesn't know)",0,"""Because it's his.""",0,1,0,
5yoL,Booklet1-165,E7,C4,1_Books,8,11,Explanation,Emotion,Emotion,ToMB1_EXPL_11,Why does Paul feel sad?  (Ethan taking his book),1,"""Because it's his book.""",0,1,0,
5yoL,Booklet1-165,E7,C4,1_Books,8,12,2AFC,Moral Reasoning False Beliefs,Moral Reasoning,ToMB1_2AFC_12,Is Ethan being mean/naughty? (No),0,"""'Cause it's blue, and that one's blue.""",0,1,0,
5yoL,Booklet1-165,E7,C4,1_Books,8,13,2AFC,Moral Reasoning False Beliefs,Moral Reasoning,ToMB1_2AFC_13,Should Ethan get in trouble? (No),1,"""Because I don't want him to get upset.""",0,1,0,
5yoL,Booklet1-165,E7,C4,1_Books,9,14,2AFC,False Belief - Expectations,Belief,ToMB1_2AFC_14,What does W think is inside the book? (Mountains),0,"""Horses.""",0,1,0,
5yoL,Booklet1-165,E7,C4,1_Books,9,15,Explanation,False Belief - Expectations,Belief,ToMB1_EXPL_15,Why does he think that? (Refers to past or expectations).,0,"""Because the teacher put the book about horses there.""",0,1,0,
5yoL,Booklet1-165,E7,C8,1_Books,10,16,Control,Control,Control,ToMB1_Cont_16,Gives Indira tiger book?,1,,0,1,0,
5yoL,Booklet1-165,E7,C4,1_Books,11,17,2AFC,Reference - Hard,Reference,ToMB1_2AFC_17,Which book does Daniel want? (Fruit),0,,0,1,0,
5yoL,Booklet1-165,E7,C4,1_Books,11,18,Explanation,Reference - Hard,Reference,ToMB1_EXPL_18,How do you know that book? (Refers to orange section/liking that part/reading it before),0,"""Because it's orange, and that one's purple.""",0,1,0,
5yoL,Booklet1-165,E7,C4,1_Books,12,19,2AFC,Reference - Hard,Reference,ToMB1_2AFC_19,Which picture should C give? (Broom),1,,0,1,0,
5yoL,Booklet1-165,E7,C4,1_Books,12,20,Explanation,Reference - Hard,Reference,ToMB1_EXPL_20,Why is the broom better? (mentions sailboat),0,"because that one doesn't have a circle, and it's longer than the shorter one ""exp: why is the broom a better clue than the hat?"" because it's longer than the other one",1,1,0,
5yoL,Booklet1-165,E7,C4,2_Park,15,21,2AFC,Common Desires,Desires,ToMB2_2AFC_21,Which one will J choose? (Chooses same),1,,0,1,0,
5yoL,Booklet1-165,E7,C4,2_Park,16,22,2AFC,Diverse Desires,Desires,ToMB2_2AFC_22,Which one will I choose? (Chooses opposite),1,,0,1,0,
5yoL,Booklet1-165,E7,C4,2_Park,17,23,2AFC,False Belief - Location,Belief,ToMB2_2AFC_23,Where will J look first? (Bush),1,"""Behind the bush.""",0,1,0,
5yoL,Booklet1-165,E7,C4,2_Park,17,24,Explanation,False Belief - Location,Belief,ToMB2_EXPL_24,Why behind bush? (Refers to peeking/seeing/thinking),1,"""Because he hided there.""",0,1,0,
5yoL,Booklet1-165,E7,C4,2_Park,18,25,2AFC,False Belief - Location,Belief,ToMB2_2AFC_25,Which cookie will J take? (one on grass),1,"""On the grass.""",0,1,0,
5yoL,Booklet1-165,E7,C4,2_Park,18,26,Explanation,False Belief - Location,Belief,ToMB2_EXPL_26,"Why that cookie? (thinks it's his, left it there, doesn't know)",1,"""Because he put it there.""",0,1,0,
5yoL,Booklet1-165,E7,C4,2_Park,18,27,Explanation,Emotion,Emotion,ToMB2_EXPL_27,Why is Isa crying? (J taking her cookie),1,"""Because it's her cookie.""",0,1,0,
5yoL,Booklet1-165,E7,C4,2_Park,18,28,2AFC,Moral Reasoning False Beliefs,Moral Reasoning,ToMB2_2AFC_28,Is J being mean/naughty? (No),0,"""Because it's her cookie.""",0,1,0,
5yoL,Booklet1-165,E7,C4,2_Park,18,29,2AFC,Moral Reasoning False Beliefs,Moral Reasoning,ToMB2_2AFC_29,Should J get in trouble? (No),1,"""Because I don't want for the mom to get upset.""",0,1,0,
5yoL,Booklet1-165,E7,C4,2_Park,19,30,2AFC,Emotion Reminder,Emotion,ToMB2_2AFC_30,How will Ivan feel? (Sad),1,"""Because he's gonna steal all the snacks.""",0,1,0,
5yoL,Booklet1-165,E7,C4,2_Park,19,31,2AFC,Emotion Reminder,Emotion,ToMB2_2AFC_31,Will Ivan go near or far from puppy? (Far),1,"""Far away.""",0,1,0,
5yoL,Booklet1-165,E7,C4,2_Park,19,32,Explanation,Emotion Reminder,Emotion,ToMB2_EXPL_32,"Why far away? (think, remember, worry, doesn't want)",0,"""Because he doesn't want to get bit.""",0,1,0,
5yoL,Booklet1-165,E7,C4,2_Park,20,33,2AFC,False Belief - Expectations,Belief,ToMB2_2AFC_33,What does Isa think is in bottle? (Milk),1,"""Milk, because she has it every time.""",0,1,0,
5yoL,Booklet1-165,E7,C4,2_Park,20,34,2AFC,Emotion,Emotion,ToMB2_2AFC_34,"How will Isa feel? (Sad, or surprised)",1,"""Sad, because it's not her favorite drink.""",0,1,0,
5yoL,Booklet1-165,E7,C8,2_Park,22,35,2AFC,Reference - Hard,Reference,ToMB2_2AFC_35,Where will I & Isa look? (Behind tree),1,,0,1,0,
5yoL,Booklet1-165,E7,C4,2_Park,22,36,Explanation,Reference - Hard,Reference,ToMB2_EXPL_36,"Why behind tree? (Drawing looks like tree, thought)",1,"""Because it looks like a tree.""",0,1,0,
5yoL,Booklet1-165,E7,C8,2_Park,23,37,2AFC,Moral Reasoning False Beliefs,Moral Reasoning,ToMB2_2AFC_37,Is it fair that mother is mad with J? (No),1,"""Because it's not his fault; it's her fault.""",0,1,0,
5yoL,Booklet1-165,E7,C8,2_Park,23,38,2AFC,Moral Reasoning False Beliefs,Moral Reasoning,ToMB2_2AFC_38,Is J mad at Isa? (No),0,,0,1,0,
5yoL,Booklet1-165,E7,C8,2_Park,23,39,Explanation,Moral Reasoning False Beliefs,Moral Reasoning,ToMB2_EXPL_39,Why J not mad? (Doesn't know),0,because she buried his favorite truck,0,1,0,
5yoL,Booklet1-165,E7,C8,2_Park,23,40,2AFC,Moral Reasoning False Beliefs,Moral Reasoning,ToMB2_2AFC_40,Is mother mad at Isa? (No),1,,0,1,0,
5yoL,Booklet1-165,E7,C8,2_Park,23,41,Explanation,Moral Reasoning False Beliefs,Moral Reasoning,ToMB2_EXPL_41,Why mother not mad? (Doesn't know),1,because she's mad at Joshua,0,1,0,
5yoL,Booklet1-166,E7,C4,1_Books,2,1,2AFC,Common Desires,Desires,ToMB1_2AFC_01,Which one will Sam choose? (Chooses Same),1,,0,1,0,
5yoL,Booklet1-166,E7,C4,1_Books,3,2,2AFC,Diverse Desires,Desires,ToMB1_2AFC_02,Which one will L choose? (Chooses Opposite),1,,0,1,0,
5yoL,Booklet1-166,E7,C4,1_Books,4,3,2AFC,Diverse Beliefs,Belief,ToMB1_2AFC_03,Where will J look? (Chooses Opposite),1,"""Under the chair.""",0,1,0,
5yoL,Booklet1-166,E7,C4,1_Books,5,4,2AFC,Reference - Easy,Reference,ToMB1_2AFC_04,Which book? (one he's looking at),1,,0,1,0,
5yoL,Booklet1-166,E7,C4,1_Books,5,5,Explanation,Reference - Easy,Reference,ToMB1_EXPL_05,How'd you know that book? (looking at it),1,"""'Cause he's looking at it.""",0,1,0,
5yoL,Booklet1-166,E7,C4,1_Books,6,6,2AFC,False Belief - Location,Belief,ToMB1_2AFC_06,Where will M look? (chair),0,"""Under the rug.""",0,1,0,
5yoL,Booklet1-166,E7,C4,1_Books,6,7,Explanation,False Belief - Location,Belief,ToMB1_EXPL_07,"Why does she look behind the chair? (Thinks it's there, left it there)",1,"""'Cause she put it there.""",0,1,0,
5yoL,Booklet1-166,E7,C4,1_Books,7,8,Control,Control,Control,ToMB1_Cont_08,Gives Noah planet book?,1,,0,1,0,
5yoL,Booklet1-166,E7,C4,1_Books,8,9,2AFC,False Belief - Location,Belief,ToMB1_2AFC_09,Where will Ethan look? (above coats),1,"""Up here (on shelf)""",0,1,0,
5yoL,Booklet1-166,E7,C4,1_Books,8,10,Explanation,False Belief - Location,Belief,ToMB1_EXPL_10,"Why is Ethan reaching for the book on the shelf? (thinks it's his, left it there, doesn't know)",1,"""'Cause he thinks it's his.""",0,1,0,
5yoL,Booklet1-166,E7,C4,1_Books,8,11,Explanation,Emotion,Emotion,ToMB1_EXPL_11,Why does Paul feel sad?  (Ethan taking his book),1,"""'Cause it's his book.""",0,1,0,
5yoL,Booklet1-166,E7,C4,1_Books,8,12,2AFC,Moral Reasoning False Beliefs,Moral Reasoning,ToMB1_2AFC_12,Is Ethan being mean/naughty? (No),1,"""He doesn't know that it's Paul's book.""",0,1,0,
5yoL,Booklet1-166,E7,C4,1_Books,8,13,2AFC,Moral Reasoning False Beliefs,Moral Reasoning,ToMB1_2AFC_13,Should Ethan get in trouble? (No),0,"""'Cause he made the other person upset.""",0,1,0,
5yoL,Booklet1-166,E7,C4,1_Books,9,14,2AFC,False Belief - Expectations,Belief,ToMB1_2AFC_14,What does W think is inside the book? (Mountains),0,"""Horses.""",0,1,0,
5yoL,Booklet1-166,E7,C4,1_Books,9,15,Explanation,False Belief - Expectations,Belief,ToMB1_EXPL_15,Why does he think that? (Refers to past or expectations).,0,"""'Cause it's William's book.""",0,1,0,
5yoL,Booklet1-166,E7,C8,1_Books,10,16,Control,Control,Control,ToMB1_Cont_16,Gives Indira tiger book?,1,,0,1,0,
5yoL,Booklet1-166,E7,C4,1_Books,11,17,2AFC,Reference - Hard,Reference,ToMB1_2AFC_17,Which book does Daniel want? (Fruit),0,,0,1,0,
5yoL,Booklet1-166,E7,C4,1_Books,11,18,Explanation,Reference - Hard,Reference,ToMB1_EXPL_18,How do you know that book? (Refers to orange section/liking that part/reading it before),0,"""'Cause it's orange.""",0,1,0,
5yoL,Booklet1-166,E7,C4,1_Books,12,19,2AFC,Reference - Hard,Reference,ToMB1_2AFC_19,Which picture should C give? (Broom),1,,0,1,0,
5yoL,Booklet1-166,E7,C4,1_Books,12,20,Explanation,Reference - Hard,Reference,ToMB1_EXPL_20,Why is the broom better? (mentions sailboat),0,"""'Cause witches have brooms.""",0,1,0,
5yoL,Booklet1-166,E7,C4,2_Park,15,21,2AFC,Common Desires,Desires,ToMB2_2AFC_21,Which one will J choose? (Chooses same),1,,0,1,0,
5yoL,Booklet1-166,E7,C4,2_Park,16,22,2AFC,Diverse Desires,Desires,ToMB2_2AFC_22,Which one will I choose? (Chooses opposite),1,,0,1,0,
5yoL,Booklet1-166,E7,C4,2_Park,17,23,2AFC,False Belief - Location,Belief,ToMB2_2AFC_23,Where will J look first? (Bush),1,"""Behind the bush.""",0,1,0,
5yoL,Booklet1-166,E7,C4,2_Park,17,24,Explanation,False Belief - Location,Belief,ToMB2_EXPL_24,Why behind bush? (Refers to peeking/seeing/thinking),1,"""'Cause he was there.""",0,1,0,
5yoL,Booklet1-166,E7,C4,2_Park,18,25,2AFC,False Belief - Location,Belief,ToMB2_2AFC_25,Which cookie will J take? (one on grass),1,"""Grass.""",0,1,0,
5yoL,Booklet1-166,E7,C4,2_Park,18,26,Explanation,False Belief - Location,Belief,ToMB2_EXPL_26,"Why that cookie? (thinks it's his, left it there, doesn't know)",1,"""'Cause he put it there.""",0,1,0,
5yoL,Booklet1-166,E7,C4,2_Park,18,27,Explanation,Emotion,Emotion,ToMB2_EXPL_27,Why is Isa crying? (J taking her cookie),1,"""Because that's her cookie.""",0,1,0,
5yoL,Booklet1-166,E7,C4,2_Park,18,28,2AFC,Moral Reasoning False Beliefs,Moral Reasoning,ToMB2_2AFC_28,Is J being mean/naughty? (No),1,"""'Cause he doesn't know.""",0,1,0,
5yoL,Booklet1-166,E7,C4,2_Park,18,29,2AFC,Moral Reasoning False Beliefs,Moral Reasoning,ToMB2_2AFC_29,Should J get in trouble? (No),1,"""'Cause he doesn't know that it's her cookie.""",0,1,0,
5yoL,Booklet1-166,E7,C4,2_Park,19,30,2AFC,Emotion Reminder,Emotion,ToMB2_2AFC_30,How will Ivan feel? (Sad),1,"""'Cause he might eat his cookie.""",0,1,0,
5yoL,Booklet1-166,E7,C4,2_Park,19,31,2AFC,Emotion Reminder,Emotion,ToMB2_2AFC_31,Will Ivan go near or far from puppy? (Far),1,,0,1,0,
5yoL,Booklet1-166,E7,C4,2_Park,19,32,Explanation,Emotion Reminder,Emotion,ToMB2_EXPL_32,"Why far away? (think, remember, worry, doesn't want)",1,"""So he doesn't see him eating his cookie.""",0,1,0,
5yoL,Booklet1-166,E7,C4,2_Park,20,33,2AFC,False Belief - Expectations,Belief,ToMB2_2AFC_33,What does Isa think is in bottle? (Milk),1,"""Milk, 'cause there's always milk in it.""",0,1,0,
5yoL,Booklet1-166,E7,C4,2_Park,20,34,2AFC,Emotion,Emotion,ToMB2_2AFC_34,"How will Isa feel? (Sad, or surprised)",1,"Sad, 'cause it's not milk.""",0,1,0,
5yoL,Booklet1-166,E7,C4,2_Park,22,35,2AFC,Reference - Hard,Reference,ToMB2_2AFC_35,Where will I & Isa look? (Behind tree),1,"""Behind the tree.""",0,1,0,
5yoL,Booklet1-166,E7,C4,2_Park,22,36,Explanation,Reference - Hard,Reference,ToMB2_EXPL_36,"Why behind tree? (Drawing looks like tree, thought)",1,"""'Cause they think it's a picture of a tree.""",0,1,0,
5yoL,Booklet1-166,E7,C8,2_Park,23,37,2AFC,Moral Reasoning False Beliefs,Moral Reasoning,ToMB2_2AFC_37,Is it fair that mother is mad with J? (No),1,cause Isabel did it,0,1,0,
5yoL,Booklet1-166,E7,C8,2_Park,23,38,2AFC,Moral Reasoning False Beliefs,Moral Reasoning,ToMB2_2AFC_38,Is J mad at Isa? (No),0,,0,1,0,exp asked reversed order of these questions
5yoL,Booklet1-166,E7,C8,2_Park,23,39,Explanation,Moral Reasoning False Beliefs,Moral Reasoning,ToMB2_EXPL_39,Why J not mad? (Doesn't know),0,cause he thinks she did it,0,1,0,
5yoL,Booklet1-166,E7,C8,2_Park,23,40,2AFC,Moral Reasoning False Beliefs,Moral Reasoning,ToMB2_2AFC_40,Is mother mad at Isa? (No),1,,0,1,0,exp asked this first
5yoL,Booklet1-166,E7,C8,2_Park,23,41,Explanation,Moral Reasoning False Beliefs,Moral Reasoning,ToMB2_EXPL_41,Why mother not mad? (Doesn't know),1,cause she thinks Joshua did it,0,1,0,
5yoL,Booklet1-167,E5,C7,1_Books,2,1,2AFC,Common Desires,Desires,ToMB1_2AFC_01,Which one will Sam choose? (Chooses Same),1,,0,1,0,
5yoL,Booklet1-167,E5,C7,1_Books,3,2,2AFC,Diverse Desires,Desires,ToMB1_2AFC_02,Which one will L choose? (Chooses Opposite),1,,0,1,0,
5yoL,Booklet1-167,E5,C7,1_Books,4,3,2AFC,Diverse Beliefs,Belief,ToMB1_2AFC_03,Where will J look? (Chooses Opposite),1,,0,1,0,
5yoL,Booklet1-167,E5,C7,1_Books,5,4,2AFC,Reference - Easy,Reference,ToMB1_2AFC_04,Which book? (one he's looking at),1,,0,1,0,
5yoL,Booklet1-167,E5,C7,1_Books,5,5,Explanation,Reference - Easy,Reference,ToMB1_EXPL_05,How'd you know that book? (looking at it),1,Because he's facing it,0,1,0,
5yoL,Booklet1-167,E5,C7,1_Books,6,6,2AFC,False Belief - Location,Belief,ToMB1_2AFC_06,Where will M look? (chair),1,,0,1,0,
5yoL,Booklet1-167,E5,C7,1_Books,6,7,Explanation,False Belief - Location,Belief,ToMB1_EXPL_07,"Why does she look behind the chair? (Thinks it's there, left it there)",1,Because she put it there and at recess she couldnt see,0,1,0,
5yoL,Booklet1-167,E5,C7,1_Books,7,8,Control,Control,Control,ToMB1_Cont_08,Gives Noah planet book?,1,,0,1,0,
5yoL,Booklet1-167,E5,C7,1_Books,8,9,2AFC,False Belief - Location,Belief,ToMB1_2AFC_09,Where will Ethan look? (above coats),1,Probably up there because he put it there and they are probably the same topic because they are the same color,0,1,0,
5yoL,Booklet1-167,E5,C7,1_Books,8,10,Explanation,False Belief - Location,Belief,ToMB1_EXPL_10,"Why is Ethan reaching for the book on the shelf? (thinks it's his, left it there, doesn't know)",1,Because that's where he put it,0,1,0,
5yoL,Booklet1-167,E5,C7,1_Books,8,11,Explanation,Emotion,Emotion,ToMB1_EXPL_11,Why does Paul feel sad?  (Ethan taking his book),0,Because he didn't see it go under that coat,0,1,0,
5yoL,Booklet1-167,E5,C7,1_Books,8,12,2AFC,Moral Reasoning False Beliefs,Moral Reasoning,ToMB1_2AFC_12,Is Ethan being mean/naughty? (No),1,"Not really, because Ethan didn't know",0,1,0,"he said ""yes"" to the question, but his explanation contradicted his answer"
5yoL,Booklet1-167,E5,C7,1_Books,8,13,2AFC,Moral Reasoning False Beliefs,Moral Reasoning,ToMB1_2AFC_13,Should Ethan get in trouble? (No),NA,"I don't really know, because Paul is going to start crying and its going to make a bigger thing. I don't know why didn't Ethan didn't look under there just in case.",0,1,0,unclear if answering the question
5yoL,Booklet1-167,E5,C7,1_Books,9,14,2AFC,False Belief - Expectations,Belief,ToMB1_2AFC_14,What does W think is inside the book? (Mountains),0,,0,1,0,
5yoL,Booklet1-167,E5,C7,1_Books,9,15,Explanation,False Belief - Expectations,Belief,ToMB1_EXPL_15,Why does he think that? (Refers to past or expectations).,0,Because the teacher switched it,0,1,0,
5yoL,Booklet1-167,E5,C7,1_Books,10,16,Control,Control,Control,ToMB1_Cont_16,Gives Indira tiger book?,1,,0,1,0,
5yoL,Booklet1-167,E5,C7,1_Books,11,17,2AFC,Reference - Hard,Reference,ToMB1_2AFC_17,Which book does Daniel want? (Fruit),1,,0,1,0,
5yoL,Booklet1-167,E5,C7,1_Books,11,18,Explanation,Reference - Hard,Reference,ToMB1_EXPL_18,How do you know that book? (Refers to orange section/liking that part/reading it before),0,Because you said that he wants the one with the orange cover,0,1,0,
5yoL,Booklet1-167,E5,C7,1_Books,12,19,2AFC,Reference - Hard,Reference,ToMB1_2AFC_19,Which picture should C give? (Broom),1,,0,1,0,
5yoL,Booklet1-167,E5,C7,1_Books,12,20,Explanation,Reference - Hard,Reference,ToMB1_EXPL_20,Why is the broom better? (mentions sailboat),1,"Because this one ""hat"" looks like a sailboat",0,1,0,
5yoL,Booklet1-167,E5,C7,2_Park,15,21,2AFC,Common Desires,Desires,ToMB2_2AFC_21,Which one will J choose? (Chooses same),1,,0,1,0,
5yoL,Booklet1-167,E5,C7,2_Park,16,22,2AFC,Diverse Desires,Desires,ToMB2_2AFC_22,Which one will I choose? (Chooses opposite),1,,0,1,0,
5yoL,Booklet1-167,E5,C7,2_Park,17,23,2AFC,False Belief - Location,Belief,ToMB2_2AFC_23,Where will J look first? (Bush),1,,0,1,0,
5yoL,Booklet1-167,E5,C7,2_Park,17,24,Explanation,False Belief - Location,Belief,ToMB2_EXPL_24,Why behind bush? (Refers to peeking/seeing/thinking),1,"Because when he was peeking, he saw Ivan there behind the bushes but then he switched to the playhouse",0,1,0,
5yoL,Booklet1-167,E5,C7,2_Park,18,25,2AFC,False Belief - Location,Belief,ToMB2_2AFC_25,Which cookie will J take? (one on grass),1,,0,1,0,
5yoL,Booklet1-167,E5,C7,2_Park,18,26,Explanation,False Belief - Location,Belief,ToMB2_EXPL_26,"Why that cookie? (thinks it's his, left it there, doesn't know)",1,"Because while he wasn't paying attention, his mom took his cookie but it already had his germs on it and she doesnt have anywhere to go.",0,1,0,
